county,State,total_claims,opioid_claims,extended_release_opioid_claims,year,Annual Average Pay,dispensaries_cnt,unemployment,opioid_related,Population,deaths
Mohave County,AZ,1804490,178662,11659,2011,33088,1,12.3,TRUE,202351,35
Pinal County,AZ,1235322,79463,2606,2011,38657,2,9.8,TRUE,382992,21
Yavapai County,AZ,1667408,139873,6702,2011,33819,2,9.9,TRUE,211888,21
Pulaski County,AR,4534028,446001,17467,2011,43491,,7.5,TRUE,386299,17
Alameda County,CA,7527527,542631,26209,2011,62269,11,10.1,TRUE,1529875,28
Butte County,CA,2007153,212618,9847,2011,35887,1,13.7,TRUE,220266,14
Contra Costa County,CA,4970290,385753,18941,2011,59146,4,10.3,TRUE,1066096,21
Fresno County,CA,5556507,425211,16004,2011,37533,6,16.5,TRUE,942904,45
Humboldt County,CA,1051375,106931,7241,2011,34670,,10.6,TRUE,134761,15
Lake County,CA,488002,55822,3373,2011,34594,,14.5,TRUE,64323,13
Madera County,CA,593882,38446,677,2011,36196,,16.2,TRUE,152925,16
Monterey County,CA,1789805,125843,5049,2011,40903,1,12.7,TRUE,421898,12
Orange County,CA,19521112,995284,34190,2011,53949,20,9.1,TRUE,3055745,189
Sacramento County,CA,9124669,760339,32945,2011,53123,5,12.1,TRUE,1436105,27
San Joaquin County,CA,4348799,330946,11703,2011,40511,2,16.2,TRUE,696214,41
San Luis Obispo County,CA,1682392,109587,3303,2011,39792,2,9.6,TRUE,271969,10
San Mateo County,CA,3157217,175576,6366,2011,76248,6,7.5,TRUE,727209,12
Santa Clara County,CA,7978840,424048,12902,2011,94825,5,9.3,TRUE,1809378,37
Santa Cruz County,CA,1444164,108497,5029,2011,43158,1,13.1,TRUE,264298,14
Shasta County,CA,1762552,185629,9110,2011,37332,3,15.9,TRUE,177774,12
Sonoma County,CA,2745695,240495,13972,2011,45233,2,10.2,TRUE,488116,11
Tulare County,CA,2835447,193783,5483,2011,33111,1,17.1,TRUE,449253,12
Adams County,CO,1793732,165947,8967,2011,43464,,9.9,TRUE,451443,35
Boulder County,CO,1665222,148683,6965,2011,55357,2,6.5,TRUE,299378,15
Douglas County,CO,754816,50086,1597,2011,52971,,6.4,TRUE,292167,11
El Paso County,CO,2493468,238179,11862,2011,43653,2,9.1,TRUE,636963,11
Jefferson County,CO,3473159,285810,14892,2011,48952,2,8,TRUE,539884,24
Larimer County,CO,1642768,160484,7977,2011,42101,,7.2,TRUE,305525,20
Pueblo County,CO,1476719,145750,5702,2011,36374,1,10.5,TRUE,160545,10
Kent County,DE,806330,68542,4435,2011,37177,,8.2,TRUE,164834,16
Sussex County,DE,1726000,128725,6428,2011,33994,,7.7,TRUE,200330,23
Alachua County,FL,1447131,160949,7966,2011,40206,,7.6,TRUE,249365,10
Brevard County,FL,4447918,399796,20760,2011,44185,1,10.9,TRUE,543566,16
Clay County,FL,1091534,119282,6976,2011,32866,,9.1,TRUE,192370,13
Collier County,FL,2360241,166600,8827,2011,40979,1,10.1,TRUE,328134,35
Duval County,FL,6488303,648947,30584,2011,45556,1,10.3,TRUE,870709,53
Escambia County,FL,2525408,273334,11233,2011,37808,,9.7,TRUE,299114,11
Hillsborough County,FL,9793859,721996,36573,2011,46078,1,9.6,TRUE,1267775,144
Lee County,FL,5100623,378932,19042,2011,38192,2,10.9,TRUE,631330,49
Manatee County,FL,2749486,215259,11008,2011,36948,,10,TRUE,327142,43
Osceola County,FL,2245933,128629,5339,2011,33036,,11.3,TRUE,276163,21
Polk County,FL,5268895,360478,9260,2011,36189,,11.3,TRUE,609492,15
Putnam County,FL,548726,47033,865,2011,34507,,12.8,TRUE,74041,11
St. Johns County,FL,1229173,80151,1614,2011,36785,,7.7,TRUE,195823,14
St. Lucie County,FL,1906146,120932,5011,2011,34615,,12.6,TRUE,280379,17
Sarasota County,FL,3873671,279155,10240,2011,39166,1,10.2,TRUE,382213,46
Seminole County,FL,2583283,174291,6992,2011,39359,1,9.6,TRUE,425071,33
Volusia County,FL,4857788,375790,14872,2011,33861,,11.2,TRUE,494804,49
Bartow County,GA,941884,54326,739,2011,36910,,11.5,TRUE,100421,11
Carroll County,GA,1124813,89277,2739,2011,37562,,11.4,TRUE,111159,10
Clayton County,GA,1063196,87647,2451,2011,42674,,13.4,TRUE,261532,11
DeKalb County,GA,3258954,204505,4306,2011,50171,,10.5,TRUE,699893,13
Forsyth County,GA,719864,53435,1672,2011,43391,,7.4,TRUE,181840,10
Gwinnett County,GA,3286409,235608,8720,2011,46670,,8.7,TRUE,824941,18
Henry County,GA,1170860,111840,5034,2011,33756,,10.3,TRUE,207360,10
Paulding County,GA,361923,35392,1759,2011,30753,,9.5,TRUE,143542,13
Honolulu County,HI,4672896,192967,6949,2011,44233,,,TRUE,963607,34
Ada County,ID,2586320,271764,14156,2011,41357,,7.3,TRUE,400842,18
Madison County,IN,1364634,116183,2578,2011,33103,,10.9,TRUE,131235,25
Vanderburgh County,IN,2256541,224391,8880,2011,38914,,8,TRUE,180305,31
Polk County,IA,3963558,311448,12089,2011,47604,,5.7,TRUE,437399,30
Scott County,IA,1262989,93629,2783,2011,38809,,6.2,TRUE,167095,10
Johnson County,KS,3600194,282764,10974,2011,49157,,5.4,TRUE,552991,23
Bell County,KY,665881,57620,291,2011,31021,,11.9,TRUE,28725,15
Clay County,KY,282522,21818,33,2011,33617,,15,TRUE,21720,22
Fayette County,KY,2996759,330326,18437,2011,42878,,6.9,TRUE,301569,38
Floyd County,KY,856154,76564,392,2011,36889,,11.2,TRUE,39207,28
Johnson County,KY,332988,26755,103,2011,31846,,10.9,TRUE,23396,14
Knox County,KY,438337,24280,108,2011,30825,,13.3,TRUE,31888,18
Pike County,KY,1304273,94157,881,2011,41431,,9.2,TRUE,64904,23
Jefferson Parish,LA,5098164,415805,9266,2011,44561,,7.2,TRUE,432640,12
St. Tammany Parish,LA,2686638,220928,8575,2011,39545,,6.3,TRUE,236785,28
Cecil County,MD,393813,21866,718,2011,40700,,8.9,TRUE,101694,19
Frederick County,MD,1015251,94326,7797,2011,46732,,6.4,TRUE,236745,19
Harford County,MD,887411,76157,5108,2011,46563,,7.2,TRUE,246489,14
Montgomery County,MD,3225243,193767,7259,2011,66238,7,5.3,TRUE,989794,13
Plymouth County,MA,3112694,169480,4188,2011,44656,2,7.8,TRUE,497579,13
Kalamazoo County,MI,2150372,213531,10214,2011,43291,,8.4,TRUE,252074,10
Hennepin County,MN,7474961,554352,16953,2011,59791,,6.1,TRUE,1168431,14
Franklin County,MO,1158407,72848,1697,2011,33441,,9.4,TRUE,101938,10
Jackson County,MO,5363990,393090,10425,2011,47751,,9.5,TRUE,676360,31
Douglas County,NE,3526831,248108,7746,2011,44041,,4.9,TRUE,524861,19
Washoe County,NV,2532441,267004,12873,2011,42997,2,12.6,TRUE,425710,50
Bergen County,NJ,5574281,247891,6624,2011,58718,,7.7,TRUE,911004,17
Essex County,NJ,4608518,221251,4977,2011,60965,,10.8,TRUE,785137,22
Hudson County,NJ,4166761,154201,3945,2011,68788,,9.2,TRUE,641224,22
Morris County,NJ,2534012,140828,4325,2011,70210,,7.1,TRUE,494976,12
Passaic County,NJ,3436204,152707,4030,2011,49101,,11,TRUE,502007,15
Monroe County,NY,6772589,316031,8872,2011,45176,1,7.7,TRUE,745625,26
Onondaga County,NY,3725734,215364,7177,2011,43888,,7.7,TRUE,466960,17
Orange County,NY,2086724,119443,3670,2011,40930,,7.7,TRUE,374872,17
Sullivan County,NY,344263,23564,846,2011,35909,,8.9,TRUE,76900,20
Brunswick County,NC,965696,71078,2928,2011,33892,,12.2,TRUE,110097,14
Catawba County,NC,2367741,215901,8485,2011,36358,,11.7,TRUE,154181,13
Cherokee County,NC,306913,22316,1092,2011,28877,,11.8,TRUE,27194,13
Cumberland County,NC,1799365,165072,5904,2011,38721,,10.5,TRUE,324885,13
Davidson County,NC,1183876,67465,1291,2011,32047,,11,TRUE,162697,13
Forsyth County,NC,4302948,308292,12025,2011,44319,,9.8,TRUE,354952,18
Gaston County,NC,2190924,166294,4126,2011,35329,,11.9,TRUE,207031,17
Guilford County,NC,4985883,373031,12369,2011,41835,,10.5,TRUE,495279,16
Iredell County,NC,1913945,159368,7555,2011,40017,,11.4,TRUE,161202,14
Lincoln County,NC,628291,34241,857,2011,32874,,11.2,TRUE,78932,10
Randolph County,NC,1273524,74365,2547,2011,31352,,10.9,TRUE,142358,16
Rowan County,NC,1112345,88802,4446,2011,37700,,12.5,TRUE,138019,18
Wake County,NC,4911595,341700,15173,2011,47272,,7.9,TRUE,929780,21
Butler County,OH,2996623,240980,8719,2011,41583,,9.1,TRUE,369999,37
Lawrence County,OH,438320,29681,564,2011,29317,,9.5,TRUE,62489,15
Lucas County,OH,4757476,369881,10698,2011,41601,1,9.9,TRUE,440005,17
Medina County,OH,854160,51916,882,2011,36648,,6.4,TRUE,173262,10
Ross County,OH,691205,56955,1044,2011,40047,,10,TRUE,78249,10
Canadian County,OK,493259,34156,794,2011,37128,,4.4,TRUE,119492,12
Carter County,OK,565897,48315,1968,2011,37206,,6.4,TRUE,48096,12
Cleveland County,OK,1012008,96983,3082,2011,33774,,4.5,TRUE,261281,16
Muskogee County,OK,644173,53028,1550,2011,35504,,7.4,TRUE,71003,11
Oklahoma County,OK,6354702,636349,28247,2011,45083,,5.3,TRUE,732371,66
Pontotoc County,OK,568680,21699,191,2011,33820,,5.4,TRUE,37799,12
Tulsa County,OK,6697317,676236,32482,2011,45091,,6.1,TRUE,610599,52
Jackson County,OR,1926564,195141,12682,2011,35147,2,11.7,TRUE,204822,11
Beaver County,PA,1521762,82755,2178,2011,38575,,7.8,TRUE,170414,14
Butler County,PA,1632792,105163,4916,2011,43230,,6.7,TRUE,184848,13
Lackawanna County,PA,3156423,183380,5449,2011,36155,,8.8,TRUE,214166,22
Lawrence County,PA,1012696,63622,2144,2011,36608,1,8.4,TRUE,90535,12
Washington County,PA,2141514,116349,2353,2011,44892,,7.4,TRUE,208282,20
Kent County,RI,1518555,80925,1928,2011,42134,,10.7,TRUE,165535,11
Providence County,RI,6493538,322693,6966,2011,47722,1,11.7,TRUE,626709,41
Charleston County,SC,2467921,218990,7477,2011,41432,,8.3,TRUE,357704,12
Pickens County,SC,949687,77524,2553,2011,33815,,9.9,TRUE,119574,15
Anderson County,TN,797172,60820,1998,2011,50518,,8.8,TRUE,75233,13
Bradley County,TN,1003765,101640,4216,2011,37654,,8.9,TRUE,100055,10
Campbell County,TN,699364,41936,1266,2011,29344,,11.7,TRUE,40512,11
Cheatham County,TN,294301,15970,298,2011,35654,,8.5,TRUE,39078,10
Davidson County,TN,5551431,517395,22061,2011,49242,,7.5,TRUE,635475,52
Hamblen County,TN,1134621,102102,3614,2011,36203,,10.8,TRUE,63062,16
Hamilton County,TN,4537976,461225,23599,2011,42178,,7.8,TRUE,340855,23
Knox County,TN,5738157,586472,40110,2011,40862,,6.9,TRUE,436929,48
Rutherford County,TN,1606731,119249,5870,2011,41693,,7.9,TRUE,268921,15
Shelby County,TN,7082205,484077,13214,2011,48717,,9.5,TRUE,935088,35
Wilson County,TN,867213,95712,5770,2011,39210,,7.6,TRUE,116617,12
Brazoria County,TX,1008098,66452,1251,2011,46738,,8,TRUE,319973,11
Fort Bend County,TX,1753017,96303,2001,2011,48577,,7.1,TRUE,606953,10
Galveston County,TX,920722,66402,1539,2011,43629,,8.8,TRUE,295747,13
Jefferson County,TX,2919372,205939,4086,2011,47812,,11.4,TRUE,252802,13
Montgomery County,TX,2187289,156661,3511,2011,45477,,7.1,TRUE,471734,13
Williamson County,TX,1759373,146010,6449,2011,49905,,6.8,TRUE,442782,12
Davis County,UT,1092808,82181,2698,2011,38601,,6,TRUE,311811,18
Iron County,UT,204196,18100,779,2011,28824,,8.3,TRUE,46740,10
Prince William County,VA,509262,38629,1773,2011,42619,,5.7,TRUE,419006,15
Russell County,VA,432110,33762,715,2011,33491,,9.5,TRUE,28749,12
Tazewell County,VA,852048,50676,344,2011,32352,,7.9,TRUE,44715,19
Virginia Beach city,VA,1533698,136462,3157,2011,,,6.1,TRUE,442707,14
Thurston County,WA,1460606,132943,7088,2011,42979,,9,TRUE,256591,10
Berkeley County,WV,526536,46928,2300,2011,38771,,7.7,TRUE,105750,13
Boone County,WV,202674,15735,103,2011,58455,,8.1,TRUE,24444,26
Fayette County,WV,502733,43177,520,2011,35146,,9,TRUE,45699,18
Harrison County,WV,961040,73177,1633,2011,40659,,7.1,TRUE,69436,16
McDowell County,WV,95255,9124,100,2011,46773,,11.9,TRUE,21729,20
Mingo County,WV,140333,8283,34,2011,50334,,8.6,TRUE,26563,14
Nicholas County,WV,423509,29226,794,2011,36428,,9.1,TRUE,26268,13
Putnam County,WV,561796,42831,548,2011,46658,,7.3,TRUE,56008,13
Wayne County,WV,135037,4353,0,2011,42290,,8.2,TRUE,42126,15
Wyoming County,WV,309471,26526,52,2011,41678,,8.8,TRUE,23419,25
Racine County,WI,1257221,73772,1132,2011,42687,,9,TRUE,195388,10
